Category,Text,Label
penultimate stress,נלך לשם כולנו יחד,3=jˈaχad
penultimate stress,בעצם אני לא רוצה,0=beʔˈetsem
penultimate stress,תכלס זה ממש שווה,0=tˈaχles
penultimate stress,זה היה אחלה סרט,2=ʔˈaχla
penultimate stress,הכל סבבה אל תדאג,1=sabˈaba
penultimate stress,אין לי פוקוס היום,2=fˈokus
penultimate stress,אני אאחר מקסימום עשר דקות,2=mˈaksimum
penultimate stress,זה עולה מינימום מאה שקלים,2=mˈinimum
penultimate stress,אני אופטימי לגבי העתיד,1=ʔoptˈimi
penultimate stress,אל תהיה כל כך פסימי,4=pesˈimi
penultimate stress,זה לא מצב נורמלי,3=noʁmˈali
penultimate stress,תהיה ריאלי לשם שינוי,1=ʁeˈali
penultimate stress,העיצוב הזה מאוד מודרני,3=modˈeʁni
penultimate stress,זה מראה קלאסי ויפה,2=klˈasi
penultimate stress,הסיפור שלו ממש טראגי,3=tʁˈaɡi
penultimate stress,הוא תמיד מאוד דרמטי,3=dʁamˈati
penultimate stress,זה היה ערב רומנטי,3=ʁomˈanti
penultimate stress,זה רעיון פנטסטי לדעתי,2=fantˈasti
penultimate stress,הנושא הזה תמיד אקטואלי,3=ʔaktuˈali
penultimate stress,ההתחממות היא משבר גלובלי,3=ɡlobˈali
penultimate stress,זה עניין לוקאלי בלבד,2=lokˈali
penultimate stress,יש לנו סיור וירטואלי,3=viʁtuˈali
penultimate stress,האפקט הויזואלי ממש מרשים,1=havizuˈali
penultimate stress,אני מחפש דגם ספציפי,3=spetsˈifi
penultimate stress,הפתרון הזה פשוט אידיאלי,3=ʔidiˈali
penultimate stress,המידע הזה לא רלוונטי,3=ʁelevˈanti
penultimate stress,הוא לבוש באופן אלגנטי,3=ʔeleɡˈanti
penultimate stress,אל תהיה אגרסיבי כלפיו,2=ʔaɡʁesˈivi
penultimate stress,הוא עישן עישון פסיבי,3=pasˈivi
penultimate stress,הוא אקטיבי בתנועה שלנו,1=ʔaktˈivi
penultimate stress,הכיוון שלו מאוד פוזיטיבי,3=pozitˈivi
penultimate stress,הוא תמיד חושב נגטיבי,3=neɡatˈivi
penultimate stress,הוא תורם אנונימי לקהילה,2=ʔanonˈimi
penultimate stress,זה אירוע אינטימי וקטן,2=ʔintˈimi
penultimate stress,השלב הזה ממש קריטי,3=kʁˈiti
penultimate stress,זה פשוט מצב אבסורדי,3=ʔabsˈuʁdi
penultimate stress,הסרט הזה די בנאלי,3=banˈali
penultimate stress,הוא מופיע בהרכב ווקאלי,3=vokˈali
penultimate stress,ההרס שם היה טוטאלי,3=totˈali
penultimate stress,אנחנו דורשים מאמץ מקסימלי,3=maksimˈali
penultimate stress,הנזק שנגרם הוא מינימלי,3=minimˈali
penultimate stress,הציור הזה לחלוטין סימטרי,3=simˈetʁi
penultimate stress,המבנה הזה קצת אסימטרי,3=ʔasimˈetʁi
penultimate stress,יש לזה קסם מיסטי,3=mˈisti
penultimate stress,הוא עבר ניתוח פלסטי,3=plˈasti
penultimate stress,יש לו מטען גנטי,3=ɡenˈeti
penultimate stress,העולם היום הוא דיגיטלי,3=diɡitˈali
penultimate stress,הסרטון הזה הפך ויראלי,3=viʁˈali
penultimate stress,חסרה לי קצת אינפורמציה,3=ʔinfoʁmˈatsja
penultimate stress,יש לו המון מוטיבציה,3=motivˈatsja
penultimate stress,זאת סתם הייתה פרובוקציה,3=pʁovokˈatsja
penultimate stress,זאת רק ספקולציה בינתיים,2=spekulˈatsja
penultimate stress,זאת קומבינציה מאוד מוצלחת,1=kombinˈatsja
penultimate stress,נקלענו אל סיטואציה בעייתית,2=situˈatsja
penultimate stress,הממשלה הקימה קואליציה רחבה,2=koalˈitsja
penultimate stress,הם חברים במפלגת אופוזיציה,3=ʔopozˈitsja
penultimate stress,יש אינפלציה גבוהה במשק,1=ʔinflˈatsja
penultimate stress,מצאנו קורלציה בין הנתונים,1=koʁelˈatsja
penultimate stress,הוטלה עליו סנקציה חמורה,2=sˈanktsja
penultimate stress,הגרף מתאר פונקציה מורכבת,2=fˈunktsja
penultimate stress,זו אטרקציה תיירותית מדהימה,1=ʔatʁˈaktsja
penultimate stress,למדנו על תורת האבולוציה,3=haʔevolˈutsja
penultimate stress,התמונה ברזולוציה ממש גבוהה,1=beʁezolˈutsja
penultimate stress,התגלית הזאת עוררה סנסציה,3=sensˈatsja
penultimate stress,אני מרגיש ויברציה בטלפון,2=vibʁˈatsja
penultimate stress,היא עושה מדיטציה בבוקר,2=meditˈatsja
rare phonemes,איפה הג'ינס שלך?,1=hadʒˈins
rare phonemes,"הג'וב הזה תפור עליך, אתה תותח.",0=hadʒˈob
rare phonemes,"הג'יפ הזה מחכה לך, סע בזהירות.",0=hadʒˈip
rare phonemes,"הז'קט הזה קטן עליך, תמדוד אחר.",0=haʒakˈet
rare phonemes,"הצבע בז' ממש מתאים לך, אתה נראה טוב.",1=beʒ
rare phonemes,"זה לא הז'אנר שלך, אתה לא תאהב.",2=haʒˈaneʁ
rare phonemes,"הבאתי צ'יפס בשבילך, תאכל מהר.",1=tʃips
rare phonemes,"הצ'ק הזה שלך, קח אותו.",0=hatʃˈek
rare phonemes,"אני אכתוב לך בצ'אט, חכי לי.",3=batʃˈat
rare phonemes,"יש לך ג'ל על החולצה, תנקה את זה.",2=dʒel
rare phonemes,"הפיג'מה הזאת בול עליך, אתה נראה מצחיק.",0=hapidʒˈama
rare phonemes,"שלחתי אליך וואטסאפ, תענה לי כבר.",2=vˈatsap
rare phonemes,"תמיד ידעתי שאתה ווינר, הכל קטן עליך.",3=vˈineʁ
rare phonemes,"סידרתי צ'ופר בשבילך, תבדוק במייל.",1=tʃupˈaʁ
rare phonemes,"האוטו שלך מחכה בגאראז', תניע אותו.",3=baɡaʁˈaʒ
rare phonemes,"מזגתי וויסקי בשבילך, תשתה לאט.",1=vˈiski
rare phonemes,"תעשה את זה צ'יק צ'אק, אני סומך עליך.",3=tʃˈik 4=tʃˈak
rare phonemes,"אני נותן לך צ'אנס אחרון, אל תאכזבי.",3=tʃans
rare phonemes,"וואו, הבית שלך מדהים, אתה עיצבת אותו?",0=vˈau
rare phonemes,"וואי יצאת ג'ינג'י, הכל נשאר אצלך.",2=dʒˈindʒi
rare phonemes,"יש לך ג'יפה על הנעל, תשטוף אותה.",2=dʒˈifa
rare phonemes,"סיפרתי צ'יזבט בשבילך, אתה פוחד?",1=tʃizbˈat
rare phonemes,"יש לך ג'וק על הגב, אל תזוז!",2=dʒuk
rare phonemes,זה ציור של ג'ירפה.,3=dʒiʁˈafa
rare phonemes,קניתי וואפל בלגי בקניון.,1=vˈafel
rare phonemes,אני אוכל שווארמה לארוחת צהריים.,2=ʃawˈaʁma
rare phonemes,טסתי לבקר באזור וושינגטון הבירה.,3=vˈoʃinɡton
rare phonemes,אני מאוד אוהב לשמוע ג'אז בערב.,4=dʒaz
rare phonemes,העיר הזאת היא פשוט ג'ונגל אחד גדול.,4=dʒˈunɡel
rare phonemes,הוא התחיל ללמוד ג'ודו לפני שנתיים.,3=dʒˈudo
rare phonemes,תביא לי את הג'קט מהבגאז'.,3=hadʒakˈet
rare phonemes,אכלנו ג'חנון טעים בשבת בבוקר.,1=dʒˈaχnun
rare phonemes,יש לו קלף ג'וקר בשרוול.,3=dʒˈokeʁ
rare phonemes,הוא שבר את הג'ויסטיק מרוב עצבים.,3=hadʒˈojstik
rare phonemes,אל תאכל כל כך הרבה ג'אנק פוד.,5=dʒank
rare phonemes,הם כתבו ג'ינגל קליט לקמפיין החדש.,2=dʒˈinɡel
rare phonemes,הזמנו חדר עם ג'קוזי במלון.,3=dʒakˈuzi
rare phonemes,"הוא מדבר ג'יבריש, אני לא מבין כלום.",2=dʒˈibʁiʃ
rare phonemes,בעלי הוא ממש ג'נטלמן אמיתי.,3=dʒˈentelmen
rare phonemes,ראיתי מישהו עושה ג'אגלינג ברחוב.,3=dʒˈaɡlinɡ
rare phonemes,הזמנתי עוגת פאדג' שוקולד לקינוח.,2=fadʒ
rare phonemes,הלהקה הזאת מנגנת מוזיקת גראנג' מעולה.,4=ɡʁandʒ
rare phonemes,קפצתי באנג'י כשהייתי בטיול בדרום אמריקה.,1=bandʒˈi
rare phonemes,שלחתי לך את המסמך דרך ג'ימייל היום.,5=dʒˈimeil
rare phonemes,"מישהו פה הדליק ג'וינט, יש ריח.",3=dʒojnt
rare phonemes,יש לי אופני ג'ירו חדשים לגמרי.,3=dʒˈiʁo
rare phonemes,הבת שלי לומדת עכשיו באיזה קולג' באמריקה.,5=kˈoledʒ
rare phonemes,קניתי חולצת וינטג' יפה בשוק הפשפשים.,2=vˈintedʒ
rare phonemes,הוא שירת בתור ג'ובניק בקריה שלוש שנים.,3=dʒˈobnik
rare phonemes,חזרתי אתמול ויש לי עדיין ג'טלאג רציני.,5=dʒˈetlaɡ
rare phonemes,"עשיתי ספונג'ה כל הבוקר, הבית מבריק.",1=spˈondʒa
rare phonemes,"אני הולך, אז צ'או לכולם.",3=tʃau
rare phonemes,"תרגע אחי, הכל צ'יל עכשיו.",3=tʃil
rare phonemes,טסנו בטיסת צ'ארטר זולה ליוון.,2=tʃˈaʁteʁ
rare phonemes,היה חסר לי איזה פאנצ' בבדיחה הזאת.,4=pantʃ
rare phonemes,אתה רוצה קצת קטשופ על ההמבורגר?,3=kˈetʃop
rare phonemes,החיה הכי מהירה היא צ'יטה אפריקאית.,4=tʃˈita
rare phonemes,הרוטב צ'ילי הזה ממש חריף לי.,1=tʃˈili
rare phonemes,הכנתי לך סנדוויץ' עם גבינה ועגבניה.,2=sˈendvitʃ
rare phonemes,הוא מרגיש כמו איזה צ'מפיון אחרי הניצחון.,4=tʃˈempjon
rare phonemes,הוא משחק אותה מאצ'ו אבל הוא רגיש.,3=mˈatʃo
rare phonemes,היא מנגנת על צ'לו בתזמורת הפילהרמונית.,3=tʃˈelo
rare phonemes,הוא פשוט פוצ' שחצן ומעצבן.,2=putʃ
rare phonemes,נקרע לי כבל קלאצ' באמצע הכביש.,3=klatʃ
rare phonemes,הוא שכר קואוצ'ר שיעזור לו בעסק.,2=kˈoutʃeʁ
rare phonemes,בואו נשתה צ'ייסר אחד לכבוד יום ההולדת.,2=tʃˈejseʁ
rare phonemes,צריך לתקן את הצ'ילר של המזגן.,3=hatʃˈileʁ
rare phonemes,היא עונדת שרשרת צ'וקר שחורה על הצוואר.,3=tʃˈokeʁ
rare phonemes,קיבלתי פתאום מאנצ'יס למשהו מתוק בלילה.,2=mˈantʃis
rare phonemes,תזיז את הצ'ופצ'יק הזה קצת ימינה.,2=hatʃuptʃˈik
rare phonemes,הם הוסיפו פיצ'ר חדש לאפליקציה שלנו.,2=fˈitʃeʁ
rare phonemes,הוא חייב לעשות סוויץ' בראש ולהתקדם.,3=svitʃ
rare phonemes,כלב בשם צ'ארלי רץ אליי בפארק.,2=tʃˈaʁli
rare phonemes,הזמנו קערת נאצ'וס עם גבינה מותכת מעל.,2=nˈatʃos
rare phonemes,"קר לי, תביא לי את הפונצ'ו שלי.",5=hapˈontʃo
rare phonemes,אכלנו צ'ורוס חם עם שוקולד במדריד.,1=tʃˈuʁos
rare phonemes,היה איזה גליץ' במערכת והכל נתקע.,2=ɡlitʃ
rare phonemes,אני חייב מסאז' טוב כדי לשחרר את הגב.,2=masˈaʒ
rare phonemes,היא הכינה קולאז' תמונות מהטיול שלנו.,2=kolˈaʒ
rare phonemes,החנות נמצאת בתוך איזה פאסאז' ישן במרכז.,4=pasˈaʒ
rare phonemes,"זה לא אמיתי, זה רק מיראז' במדבר.",5=miʁˈaʒ
rare phonemes,הם הדליקו פרוז'קטור ענק כדי להאיר את הבמה.,2=pʁoʒˈektoʁ
rare phonemes,היא נראית כאילו יצאה מאיזה ז'ורנאל אופנה.,5=ʒuʁnˈal
rare phonemes,זה ז'רגון מקצועי שקשה לאנשים להבין.,1=ʒaʁɡˈon
rare phonemes,הוא חי חיים של בורז'וואי מפונק.,4=buʁʒwaˈi
rare phonemes,נשבר לי האבאז'ור של המנורה בחדר.,2=haʔabaʒˈuʁ
rare phonemes,היה לי הרגע דז'ה-וו מטורף.,3=deʒavˈu
rare phonemes,נשאר לי רק ז'יטון אחד בקזינו.,3=ʒitˈon
rare phonemes,החיילים לבשו חליפות קמופלאז' כדי להסתתר.,3=kamuflˈaʒ
rare phonemes,חסר לי גוז'ון בגלגל של האוטו.,2=ɡuʒˈon
rare phonemes,"עזוב, הכל אצלו זה סתם פוז'ה אחת גדולה.",5=pˈoʒa
rare phonemes,עשינו מונטאז' של כל הסרטונים מהחתונה.,1=montˈaʒ
rare phonemes,הוא ניסה לעשות לי שאנטאז' רגשי.,4=ʃantˈaʒ
rare phonemes,טסנו לבקר את המשפחה שלנו בוושינגטון בחג.,5=bevˈoʃinɡton
rare phonemes,המכשיר הזה יוצר במפעל בטייוואן הרחוקה.,4=betaivˈan
rare phonemes,תקנה לי בבקשה קילו קיווי מהירקן.,4=kˈivi
rare phonemes,הוא חולם להיות שחקן מפורסם בהוליווד מתישהו.,5=behˈolivud
rare phonemes,הם פיתחו מערכת מבוססת ווב למשרד.,4=veb
rare phonemes,הם קנו רכב וואן גדול לכל המשפחה.,3=van
rare phonemes,תביא לי בקבוק שוופס בטעם תפוח.,3=ʃveps
rare phonemes,קראתי את הציוץ שלו בטוויטר הבוקר.,4=batvˈiteʁ
rare phonemes,היה טוויסט בעלילה לקראת סוף הסרט.,1=tvist
rare phonemes,הילד שלי הולך לחוג טאקוונדו כל יום שלישי.,4=takvandˈo
rare phonemes,היא צבעה את החדר בצבע אקווה מרגיע.,5=ʔˈakva
rare phonemes,הכנתי מטבל גוואקמולי טעים עם נאצ'וס.,2=ɡvakamˈole
rare phonemes,יש לה כלב צ'יוואווה קטן שנובח כל הזמן.,3=tʃivˈava
rare phonemes,יש לבחור הזה הרבה סוואג טבעי.,4=svaɡ
rare phonemes,"תוסיף קצת חוואיג' למרק, זה מוסיף המון.",2=χawˈajedʒ
rare phonemes,אני מקפיץ ירקות בתוך ווק על אש גבוהה.,4=vok
rare phonemes,אכלתי וופר ענק לארוחת צהריים היום.,1=vˈupeʁ
rare phonemes,תפעיל את הווייז כדי שלא נלך לאיבוד.,2=havˈeiz
rare phonemes,"יש לי פאנצ'ר בגלגל הקדמי, איזה מעצבן.",2=pˈantʃeʁ
rare phonemes,יש למעצב הזה טאץ' מיוחד שאין לאף אחד.,3=tatʃ
rare phonemes,הוא נוהג על רכב מסוג פיג'ו כסוף.,5=peʒˈo
rare phonemes,הג'ינס הזה עשוי מבד סטרץ' מאוד נוח.,4=stʁetʃ
rare phonemes,שלחתי לה הודעה ארוכה במסנג'ר אתמול בערב.,4=bamesˈendʒeʁ
rare phonemes,הילדים אוהבים לאכול צ'יקן נאגטס.,3=tʃˈiken
rare phonemes,הם ייצרו באטש חדש של בירות מקומיות.,2=batʃ
rare phonemes,זה קינוח טווינק מתוק שמצאתי בסופר.,2=tvink
rare phonemes,הוא מסתובב עם כל האנשים מהברנז'ה התל אביבית.,5=mehabʁˈanʒa
rare phonemes,מוזיקת גראז' מזכירה לי את שנות התשעים.,1=ɡaʁˈaʒ
rare phonemes,מישהו ניסה לעשות סבוטאז' לפרויקט שלנו.,3=sabotˈaʒ
rare phonemes,קניתי גאדג'ט חדש שעוזר לחתוך ירקות בקלות.,1=ɡˈadʒet
rare phonemes,הבאנו דיג'יי מפורסם למסיבת הסיום שלנו.,1=dˈidʒei
rare phonemes,המופע שלו היה פשוט מג'יק טהור.,4=mˈedʒik
rare phonemes,הכלבה שלי היא צ'וצ'ה קטנה ומתוקה.,3=tʃˈutʃa
rare phonemes,המשטרה הדליקה צ'קלאקה ונסעה במהירות מופרזת.,2=tʃakalˈaka
rare phonemes,הוא עישן מהצ'ילום שקנה בהודו.,2=mehatʃˈilum
rare phonemes,החקלאי חתך את הענפים בעזרת מאצ'טה חדה.,5=matʃˈeta
rare phonemes,הוא עובד בתור דיסק ג'וקי במסיבות רחוב.,4=dʒˈoki
rare phonemes,הזמנתי פיצה ג'מבו ענקית לכל החברים שבאו.,2=dʒˈambo
rare phonemes,במשחק הזה אני בוחר לשחק עם לואיג'י היום.,6=luʔˈidʒi
rare phonemes,הוא זז בשקט כמו איזה נינג'ה מקצועי.,5=nˈindʒa
rare phonemes,הם יצאו לטיול שטח עם פאג'רו חדש.,5=padʒˈeʁo
rare phonemes,מצאתי מאצ' מושלם באפליקציית ההיכרויות.,1=matʃ
rare phonemes,עשיתי ריטאצ' לתמונה לפני שהעליתי אותה לאינסטגרם.,1=ʁˈitatʃ
rare phonemes,הוא נתן ספיץ' ממש מרגש בחתונה שלהם.,2=spitʃ
rare phonemes,נפגשנו לארוחת ברנצ' ביום שישי בצהריים.,2=bʁantʃ
rare phonemes,יש לה ויז'ן מאוד ברור לגבי העתיד.,2=vˈiʒen
rare phonemes,הוא עובד בתור רז'יסור בתיאטרון המקומי.,3=ʁeʒisˈoʁ
rare phonemes,הוא עבר טריאז' במיון מיד כשהגיע לבית החולים.,2=tʁijˈaʒ
rare phonemes,היא קנתה סט לינז'רי יוקרתי לכבוד יום הנישואין.,3=linʒeʁˈi
rare phonemes,פתחתי משתמש חדש באפליקציית ת'רדס הבוקר.,4=tʁeds
rare phonemes,האוזניות האלה מתחברות עם בלוטות' לטלפון.,4=blˈutus
rare phonemes,הסרט הזה הוא ת'רילר פסיכולוגי מצוין.,3=tʁˈileʁ
rare phonemes,היא אוהבת לקרוא ספרים של אגת'ה כריסטי.,5=ʔaɡˈata
rare phonemes,גיבור העל האהוב עליו הוא ת'ור.,5=toʁ
,,
rare phonemes,אני יוצא לעשות ג'וגינג בפארק כל בוקר.,3=dʒˈoɡinɡ
rare phonemes,הזמנתי קפוצ'ינו חם עם הרבה קצף.,1=kaputʃˈino
rare phonemes,"למנכל החדש יש אג'נדה שונה לגמרי מהקודם.""",4=ʔadʒˈenda
,,
fforeign,איזה וויב טוב יש פה,1=vˈaib
foreign,טלגרם זה אפליקציה ממש טובה,0=tˈeleɡʁam
foreign,יש לך גם פייסבוק?,3=fˈeisbuk
foreign,תעשה עוד סטורי באינסטגרם,2=stˈoʁi 3=baʔinstˈeɡʁam
foreign,הפרויקט שלך כבר מוכן?,0=hapʁojˈekt
foreign,תעשה ריסטארט למחשב,1=ʁˈistaʁt
foreign,גיקטיים פרסמו על גאדג'ט חדש מגניב,0=ɡˈiktaim 3=ɡˈadʒet
foreign,זו אסטרטגיה מעניינת,1=ʔastʁatˈeɡja
foreign,הסטייל שלך מזכיר לי דוגמנית,0=hastˈail
foreign,זה לא אידיאלי,2=ʔidiˈali
foreign,תדליק את הטלויזיה,2=hatelevˈizja
foreign,יש לך טלפון או שיש לך סמארטפון?,2=tˈelefon 6=smˈaʁtfon
foreign,איזה חמסין היום,1=χamsˈin
foreign,זה בורקס עם גבינה,1=buʁˈekas
foreign,שלח לי את זה במייל נדבר אחרי הדיילי,4=bamˈeil 7=hadˈeili
foreign,היום יהיה שיעור על גאוגרפיה,4=ɡeoɡʁˈafja
foreign,יש לו אינטואיציה ממש טובה,2=ʔintuˈitsja
foreign,זה מאוד אינדיבידואלי,2=ʔindividuˈali
foreign,יש פה הרבה אינפורמציה,3=ʔinfoʁmˈatsja
foreign,אל תשכח ליצור טיקט חדש בג'ירה,3=tˈiket 5=badʒˈiʁa
foreign,ת'כלס זה ממש נכון,0=tˈaχles
foreign,השבוע היינו בצימר בצפון,2=batsˈimeʁ
foreign,אל תהיה פראייר אחי,2=fʁˈajeʁ
foreign,קניתי את זה בקיוסק,3=bakjˈosk
foreign,זה עשוי מנירוסטה,2=miniʁˈosta
foreign,יש בעיה קטנה באינטרנט,3=baʔˈinteʁnet
foreign,תחפש את זה בגוגל,3=beɡˈuɡel
foreign,הורדתי אפליקציה חדשה לטלפון,1=ʔaplikˈatsja
foreign,הוא עובד בסטרטאפ מצליח,2=bestˈaʁtap
foreign,איזה האקר פרץ לאתר,1=hˈakeʁ
foreign,הוא לומד סייבר עכשיו,2=sˈaibeʁ
foreign,מה הסיסמה של הווייפיי פה,3=hawˈaifai
foreign,שלחתי לך סמס בבוקר,2=ʔesemˈes
foreign,ראיתי את הפוסט שלך,2=hapˈost
foreign,עשיתי לו לייק לתמונה,2=laik
foreign,היא כותבת בלוג על אוכל,2=bloɡ
foreign,קניתי את הבגדים אונליין,3=ʔˈonlain
foreign,המערכת כרגע אופליין לחלוטין,2=ʔˈoflain
foreign,בוא נעשה סלפי ביחד,2=sˈelfi
foreign,תוסיף אימוג'י של סמיילי,1=ʔimˈodʒi
foreign,קיבלתי מלא ספאם למייל,2=spam
foreign,הוא עובד בתור פרילנסר,3=fʁˈilanseʁ
foreign,יש לנו פגישת זום מחר,3=zum
foreign,נרשמתי לאיזה קורס ציור,2=kuʁs
foreign,שלחתי את המסמך לפרינט,3=lapʁˈint
foreign,בא לי להזמין פיצה,3=pˈitsa
foreign,אכלנו המבורגר ממש טעים,1=hˈambuʁɡeʁ
foreign,הכנתי פסטה ברוטב עגבניות,1=pˈasta
foreign,אנחנו הולכים לאכול סושי,3=sˈuʃi
foreign,קניתי חבילת שוקולד מריר,2=ʃˈokolad
foreign,קניתי קרואסון חמאה במאפייה,1=kʁoasˈon
foreign,ניפגש בערב באיזה פאב,3=pab
foreign,ישבנו על הבר שעות,2=habˈaʁ
foreign,אסור לשתות אלכוהול ולנהוג,2=ʔalkohˈol
foreign,היא הזמינה קוקטייל פירות,2=koktˈeil
foreign,אני לא אוהב מיונז,3=majonˈez
foreign,בבוקר אני אוכל טוסט,3=tost
foreign,תכין לי פנקייק עם סירופ,2=pˈankeik
foreign,בוא נשתה שייק פירות,2=ʃeik
foreign,קניתי בייגל טרי היום,1=bˈeiɡel
foreign,ניקח טקסי לשדה התעופה,1=tˈeksi
foreign,שמעתי הליקופטר עובר בשמיים,1=helikˈopteʁ
foreign,הם הפליגו על יאכטה,3=jˈaχta
foreign,יש לי פנצ'ר בגלגל,2=pˈantʃeʁ
foreign,תלחץ חזק על הברקס,3=habʁˈeks
foreign,אל תעזוב את הקלאץ',3=haklˈatʃ
foreign,צריך להחליף את הוישרים,3=havˈiʃeʁim
foreign,מישהו יכול לתת טרמפ,3=tʁemp
foreign,קניתי מכנסי ג'ינס חדשים,2=dʒins
foreign,אני אלבש רק טישרט,3=tˈiʃeʁt
foreign,קר פה תביא סוודר,3=svˈedeʁ
foreign,שכחתי את הז'קט בבית,2=haʒakˈet
foreign,אני כבר עם פיג'מה,3=pidʒˈama
foreign,אלו נעלי סניקרס ממש נוחות,2=snˈikeʁs
foreign,בקיץ אני לובש שורטס,3=ʃoʁts
foreign,זו קולקציה חדשה של המעצב,1=kolˈektsja
foreign,היא מוכרת אקססוריז בחנות שלה,2=ʔaksˈesoʁiz
foreign,התארחנו במלון בוטיק בצפון,2=butˈik
foreign,מזמן לא היינו בסינמה,3=basˈinema
foreign,בקיץ יש פסטיבל מוזיקה,2=festivˈal
foreign,יש לנו כרטיסים לאיזה קונצרט,4=kontsˈeʁt
foreign,היא שוכרת סטודיו לאמנות,2=stˈudjo
foreign,היינו בתערוכה באיזו גלריה,3=ɡalˈeʁja
foreign,הילדים נהנו מהסיור במוזיאון,3=bamuzeˈon
foreign,הערב אנחנו הולכים לתיאטרון,3=lateatʁˈon
foreign,אני מעדיף לראות סרטי אקשן,4=ʔˈekʃen
foreign,אל תעשה מזה דרמה,3=dʁˈama
foreign,צחקנו המון בסרט קומדיה,3=komˈedja
foreign,היא שומעת רק שירי פופ,4=pop
foreign,פעם אהבתי מוזיקת רוק,3=ʁok
foreign,פתאום היה לי פלאשבק,3=flˈeʃbek
foreign,תיזהר לא לעשות ספוילר,3=spˈoileʁ
foreign,שיניתי את התמונה בפרופיל,3=bapʁofˈil
foreign,אין לי אשראי של ויזה,4=vˈiza
foreign,זה פלוס גדול לעסקה,1=plus
foreign,קר בחוץ שתי מעלות מינוס,4=mˈinus
foreign,זו לא אופציה טובה כרגע,2=ʔˈoptsja
foreign,הרעיון מבוסס על קונספט שונה,3=kˈonsept
foreign,זה קריטריון חשוב בקבלה לעבודה,1=kʁiteʁjˈon
foreign,חום הוא סימפטום של המחלה,2=simptˈom
foreign,אני לא מבין שום דבר בפוליטיקה,5=bapolˈitika
foreign,חשוב לשמור על ערכי הדמוקרטיה,4=hademokʁˈatja
foreign,למדנו על זה בשיעור היסטוריה,4=histˈoʁja
foreign,המבחן מחר במתמטיקה יהיה קשה,2=bematemˈatika
foreign,זה חוק ידוע בפיזיקה,3=befˈizika
foreign,היא התחילה ללמוד באוניברסיטה,3=baʔunivˈeʁsita
foreign,הוא קיבל מלגה לאיזה קולג',4=kˈoledʒ
foreign,הרצאה של איזה פרופסור מפורסם,3=pʁofˈesoʁ
foreign,להיות סטודנט זה לא תמיד קל,1=studˈent
foreign,הוא איש חשוב בתוך האקדמיה,4=haʔakadˈemja
foreign,זה עובד לפי מודל כלכלי,3=modˈel
foreign,נקלענו לאיזו סיטואציה לא נעימה,2=situˈatsja
foreign,יש פה קונפליקט בין הצדדים,2=konflˈikt
foreign,לא צריך להכניס אגו לעניין,3=ʔˈeɡo
foreign,נשארה לו טראומה מהתאונה ההיא,2=tʁˈauma
foreign,השיר הזה תמיד עושה לי נוסטלגיה,5=nostˈalɡja
foreign,זה רק עולם וירטואלי בסוף,3=viʁtuˈali
foreign,קשה להיות אובייקטיבי במקרה כזה,2=ʔobjektˈivi
foreign,הנושא הזה כבר לא רלוונטי,4=ʁelevˈanti
foreign,הטיול הזה היה ממש ספונטני,4=spontˈani
foreign,מה סטטוס הפרויקט נכון לעכשיו,1=stˈatus
foreign,צילמתי סרטון וידאו של ההופעה,2=vˈidjo
foreign,תעביר את זה עם מרקר צהוב,4=mˈaʁkeʁ
,,
foreign,קנינו שזלונג נוח מאוד לסלון החדש.,1=ʃezlˈonɡ
foreign,מישהו יכול להביא לי מיקרופון,4=mikʁofˈon
foreign,הילד נוסע על קורקינט חשמלי,3=koʁkinˈet
foreign,אני מקשיב לאיזה פודקאסט מעניין,3=pˈodkast
foreign,צריך לקפוץ אל הסופרמרקט לקנות חלב,3=hasupˈeʁmaʁket
foreign,תכניס את כל הפירות לתוך הבלנדר,5=hablˈendeʁ
foreign,נגמרה לי הבטריה בשעון,2=habataʁˈija
foreign,אני צריך ללכת אל הבנק היום,4=habˈank
foreign,הוא מתנהג בצורה ממש אגרסיבית,4=ʔaɡʁesˈivit
foreign,כולם נכנסו לאיזו פאניקה מוגזמת,3=pˈanika
foreign,העוגה הזאת מלאה בכל מיני קלוריות,5=kalˈoʁjot
foreign,הרופא אמר לי לקחת ויטמינים,4=vitamˈinim
foreign,ממחר אני מתחיל דיאטה חדשה,3=diˈeta
foreign,קניתי צלחות יפות מקרמיקה,3=mikeʁˈamika
foreign,המחיר של זה הוא מאה דולר,5=dˈolaʁ
foreign,לקחתי את הכלב אל הוטרינר,4=haveteʁinˈaʁ
foreign,אנחנו מחכים לך עכשיו בתוך הטרמינל,5=hateʁminˈal
foreign,תחמם את האוכל בתוך המיקרוגל,4=hamˈikʁoɡal
foreign,קניתי קונסולה חדשה של משחקים,1=kˈonsola
foreign,הבאתי טרמוס עם תה חם,1=tˈeʁmos
foreign,צריך להחליף פילטר במזגן הזה,2=fˈilteʁ
foreign,זה קמפיין פרסום ממש מוצלח,1=kampˈejn
foreign,היא שמה מייקאפ לפני המסיבה,2=mˈeikap
foreign,נגמר לי השמפו במקלחת היום,2=haʃampˈo
foreign,יש לו רכב אוטומטי חדש,3=ʔotomˈati
foreign,החנתי את הרכב בתוך הגראז',4=haɡaʁˈaʒ
foreign,הרכבנו ביחד פאזל של אלף חלקים,2=pˈazel
,,
names,איזה סבטוחה עשית פה,1=savtˈoχa
names,"דני, איפה התיק שלך?",0=dˈani
